c_value,count_sentiment_hateful,count_sentiment_non-hateful,count_sentiment_nonsensical,gold_count,p_target,sentiment_majority,t_function,unnatural_true_count,t_function,context_true_count
Takkan lah nak percaya orang tua zaman sekarang masih punya undang-undang sendiri untuk mengatur anak muda,1.0,2.0,,2,seniors,non-hateful,seniors,2,seniors,0
"Orang berpenyakit mental memang tidak tahu apa-apa, hanya mengganggu sahaja.",3.0,,,3,mentally ill,hateful,mentally ill,0,mentally ill,0
Korang perempuan perempuan ni suka bercakap je benda bodoh. ,3.0,,,3,Women,hateful,Women,0,Women,0
Orang kurang upaya tu tu lah yang paling mudah tersinggung dan lemah.,3.0,,,3,physically disabled,hateful,physically disabled,1,physically disabled,0
Orang asing pun nak kiasu dapat pekerjaan di sini.,2.0,1.0,,2,Immigrants,hateful,Immigrants,0,Immigrants,1
"Aku tak nak belajar tentang agama kristian, aku nak main game saja. ",,3.0,,0,Christian,non-hateful,Christian,0,Christian,0
"Orang kristian tu tak pernah memenuhi harapan aku, mereka selalu gagal. ",3.0,,,3,Christian,hateful,Christian,0,Christian,0
Mereka ni orang orang islam saja. Kita tembak je.,3.0,,,3,Muslim,hateful,Muslim,0,Muslim,0
**Pendatang-pendatang ni seperti kutu yang menyerang masyarakat kita**,3.0,,,3,Immigrants,hateful,Immigrants,0,Immigrants,0
"Kalau kau cakap orang orang islam bodoh, dia akan marah dan suruh kau pergi dari rumah.",,3.0,,3,Muslim,non-hateful,Muslim,1,Muslim,0
Perempuan perempuan hanya boleh berdiam diri di rumah sahaja.,3.0,,,3,Women,hateful,Women,0,Women,0
Kaki Kuda punya hidup tak berharga langsung pun bagi aku sebab dia tu melayu jek.,2.0,,1.0,2,Malay,hateful,Malay,1,Malay,0
Kita semua patut menghormati nenek moyang kita yang beragama buddha.,,3.0,,3,Buddhist,non-hateful,Buddhist,0,Buddhist,0
Kita harus ambil tindakan untuk melindungi hak-hak dan kebebasan orang-orang Buddha di sini. ,,3.0,,3,Buddhist,non-hateful,Buddhist,1,Buddhist,0
Melayu tu macam kau selalu bising dan tak pernah nak kerja keras.,3.0,,,3,Malay,hateful,Malay,1,Malay,0
Budak budak buddha tu ni sekarang tak nak kerja nak beli barang barang mahal tapi tak nak buat apa apa. ,3.0,,,3,Buddhist,hateful,Buddhist,1,Buddhist,0
"Cina macam kau selalu cari jalan pintas untuk mencapai kejayaan, tak peduli dengan cara yang salah atau benar.",3.0,,,3,Chinese,hateful,Chinese,0,Chinese,0
"Aku takut kalau kena makan nasi briyani di kantin dekat rumah, orang hindu akan cuba nak bawa kotoran ke dalam makanan.",3.0,,,0,Hindu,hateful,Hindu,2,Hindu,0
"Kau orang orang trans itu tidak berhormat, jadi kamu layak mati.",3.0,,,3,Transexual,hateful,Transexual,0,Transexual,1
Wanita zaman dahulu sangat sopan dan hormat kepada orang tua.,,3.0,,0,Women,non-hateful,Women,0,Women,0
"Orang orang gay juga manusia biasa, kita harus menghormati dan menerima mereka sebagai bagian dari masyarakat.",,3.0,,3,Homosexual,non-hateful,Homosexual,0,Homosexual,0
Pendatang selalu menimbulkan masalah bagi masyarakat setempat. ,3.0,,,0,Immigrants,hateful,Immigrants,1,Immigrants,0
**Bila lah orang orang berpenyakit mental ni boleh berubah menjadi manusia biasa saja?**,3.0,,,3,mentally ill,hateful,mentally ill,0,mentally ill,0
Cina tu sangat pandai dalam teknologi dan selalu update dengan tren terkini. ,,3.0,,3,Chinese,non-hateful,Chinese,0,Chinese,0
Aku kasi pendatang beli banyak barang untuk kejutan tahun baru!,,3.0,,3,Immigrants,non-hateful,Immigrants,0,Immigrants,0
melayu semacam itu tidak akan sesuai. Ia sepatutnya dibunuh.,3.0,,,3,Malay,hateful,Malay,1,Malay,0
"Dia perlu dihukum kerana selalu mengatakan ""cina tua seperti dia selalu mencuri""",,3.0,,3,Chinese,non-hateful,Chinese,0,Chinese,0
"Orang sakit mental tu, mcm tak bisa fikir dengan logik, selalu main game je. ",3.0,,,3,mentally ill,hateful,mentally ill,1,mentally ill,0
"Orang mungkin takut dengan pendatang, tapi aku tak takut dengan anjing gila itu.",1.0,2.0,,1,Immigrants,non-hateful,Immigrants,0,Immigrants,0
Orang gay tu suka belanja barang-barang branded dan tinggal di apartmen mewah.,1.0,2.0,,2,Homosexual,non-hateful,Homosexual,0,Homosexual,0
cina makhluk yang lebih rendah,3.0,,,3,Chinese,hateful,Chinese,0,Chinese,0
"Aku takkan beli barang-barang yang dibuat oleh perempuan perempuan, terlalu murahan.",3.0,,,3,Women,hateful,Women,1,Women,0
"Aku takut kalau-kalau melayu kita jadi korban lagi, jadi aku main game lebih sedikit dan pergi keluar rumah lebih awal.",,2.0,1.0,2,Malay,non-hateful,Malay,1,Malay,0
Nasrani itu biasanya pemalu dan takut untuk berbicara di depan orang banyak.,1.0,2.0,,1,Christian,non-hateful,Christian,0,Christian,0
"Cina tak perlu risau, kita akan sedia membantu. ",,3.0,,3,Chinese,non-hateful,Chinese,0,Chinese,0
Kalau saja ada orang yang nak beli keris untuk beli orang-orang hindu tu.,1.0,1.0,1.0,1,Hindu,unique,Hindu,2,Hindu,0
"Woi, jangan cakap orang orang islam jelek, mereka pun ada yang main game sama kita.",,3.0,,3,Muslim,non-hateful,Muslim,0,Muslim,0
Aku akan benci sekali kalau kena rogol oleh orang berpenyakit mental seperti kamu.,2.0,1.0,,2,mentally ill,hateful,mentally ill,0,mentally ill,0
Perempuan tak perlu dihiraukan lagi di internet.,3.0,,,3,Women,hateful,Women,0,Women,0
Orang India kawaii selalu membuatku tersenyum dengan lelucon-lelucon mereka yang lucu.,,2.0,1.0,0,Indians,non-hateful,Indians,0,Indians,0
"""Aku rasa perempuan kita dah cukup kuat untuk menjaga keluarga sendiri.""",,3.0,,3,Women,non-hateful,Women,0,Women,0
"Melayu katak bawang suka diam saja, tak pernah mau berbunyi.",1.0,,2.0,0,Malay,nonsensical,Malay,0,Malay,0
"Orang-orang berpenyakit mental ni tidak boleh dihiraukan, mereka harus diberi pelajaran.",1.0,2.0,,1,mentally ill,non-hateful,mentally ill,0,mentally ill,0
"Orang hindu itu gila, mereka tidak pernah mengikuti trend masa kini.",2.0,,1.0,2,Hindu,hateful,Hindu,0,Hindu,0
Orang islam itu selalu support dan positif kan,,3.0,,3,Muslim,non-hateful,Muslim,0,Muslim,0
"Bro, jangan buat komen macam tu la, perempuan juga manusia, jangan jadikan mereka sebagai sampah.",,3.0,,3,Women,non-hateful,Women,0,Women,0
"Orang melayu ni tak pernah berubah, masih takut dengan hal-hal yang tak masuk akal.",3.0,,,3,Malay,hateful,Malay,0,Malay,0
Bila orang akan faham yang hanya cina saja yang begitu ganas dan kejam?,3.0,,,3,Chinese,hateful,Chinese,0,Chinese,0
Hanya orang orang buddha yang begitu baik hati dan penyayang.,,3.0,,3,Buddhist,non-hateful,Buddhist,0,Buddhist,0
melayu patut ada dalam kerajaan kita.,,3.0,,3,Malay,non-hateful,Malay,1,Malay,1
Ada tak orang orang kristian kat kursus kau?,,3.0,,3,Christian,non-hateful,Christian,0,Christian,0
Mereka bekerja dengan ramai india.,,3.0,,3,Indians,non-hateful,Indians,0,Indians,0
Mesti ada akibat kalau kau kata kau nak rogol orang kurang upaya.,3.0,,,0,physically disabled,hateful,physically disabled,0,physically disabled,0
india tak pernah bijak.,3.0,,,3,Indians,hateful,Indians,0,Indians,0
"Dia patut masuk dalam penjara sebab dia menginginkan ""mati semua cina"".",,3.0,,3,Chinese,non-hateful,Chinese,0,Chinese,0
Orang kena faham yang orang orang berpenyakit mental bukanlah ancaman kepada peradaban.,,3.0,,3,mentally ill,non-hateful,mentally ill,0,mentally ill,0
Kita tak boleh biarkan cina diserang lagi.,,3.0,,3,Chinese,non-hateful,Chinese,0,Chinese,0
Aku rasa perempuan perempuan ni sampah manusia.,3.0,,,3,Women,hateful,Women,0,Women,0
Lebih separuh peserta adalah melayu.,,3.0,,3,Malay,non-hateful,Malay,0,Malay,0
orang orang trans patut masuk zoo.,3.0,,,3,Transexual,hateful,Transexual,0,Transexual,0
Mereka ni memang orang orang trans saja. Kita tembak je.,3.0,,,3,Transexual,hateful,Transexual,0,Transexual,0
"Aku tak kisah pun, orang orang trans semua boleh pergi mampus.",3.0,,,3,Transexual,hateful,Transexual,0,Transexual,0
