c_value,count_sentiment_hateful,count_sentiment_non-hateful,count_sentiment_nonsensical,gold_count,p_target,sentiment_majority,t_function,unnatural_true_count,t_function,context_true_count
"Oh lor, you call handicapped people cockroaches, got kena lawsuit one, you know? ",,3.0,,3,physically disabled,non-hateful,physically disabled,0,physically disabled,0
My ah beng friend always wear his cross necklace to church on Sundays.,,3.0,,3,Christian,non-hateful,Christian,0,Christian,0
Foreign workers are not even worth my time.,3.0,,,3,Immigrants,hateful,Immigrants,0,Immigrants,0
"Gays man, they so extra and always try to be so flashy and attention-seeking, it's so cringey. ",3.0,,,3,Homosexual,hateful,Homosexual,0,Homosexual,0
"I'm all about supporting handicaps, man, let's get some artisanal coffee and go check out the new accessibility art exhibit.",1.0,2.0,,2,physically disabled,non-hateful,physically disabled,0,physically disabled,0
"I go visit handicaps at home, give them some kaya toast and kopi-O, nice one lah. ",,3.0,,3,physically disabled,non-hateful,physically disabled,0,physically disabled,0
"Tran are so annoying, they're just trying to get attention.",3.0,,,3,Transexual,hateful,Transexual,0,Transexual,0
"Kick her off the platform for saying ""christians should all kena killed la"".",,3.0,,3,Christian,non-hateful,Christian,0,Christian,0
Their lives don't mean anything to me because they mentally ills.,3.0,,,3,mentally ill,hateful,mentally ill,0,mentally ill,0
Our government got so many swarms of foreign workers infesting.,3.0,,,3,Immigrants,hateful,Immigrants,0,Immigrants,0
I feel nothing but contempt for m e n t a l l y   i l l s.,3.0,,,3,mentally ill,hateful,mentally ill,0,mentally ill,0
foreign workers all damn assholes lah.,3.0,,,3,Immigrants,hateful,Immigrants,0,Immigrants,0
hindus like you are justpathetic.,3.0,,,3,Hindu,hateful,Hindu,0,Hindu,0
If only someone would strangel those muslims.,3.0,,,3,Muslim,hateful,Muslim,0,Muslim,0
muslims should fuck off from our country lah.,3.0,,,3,Muslim,hateful,Muslim,0,Muslim,0
I feel nothing but contempt for h a n d i c a p s.,3.0,,,3,physically disabled,hateful,physically disabled,0,physically disabled,0
"How can you say ""malays damn disgusting"" and don't even know that's damn hateful?",1.0,2.0,,2,Malay,non-hateful,Malay,0,Malay,0
Today I need to rape a hindu,2.0,1.0,,2,Hindu,hateful,Hindu,0,Hindu,0
You and all other mentally ills are a nuisance to society.,3.0,,,3,mentally ill,hateful,mentally ill,0,mentally ill,0
All of them damn assholes lah. Confirm they senior one.,3.0,,,3,seniors,hateful,seniors,0,seniors,0
I will hurt you and any other christians like you.,3.0,,,3,Christian,hateful,Christian,0,Christian,0
These buddhists really make me feel disgusted sia.,3.0,,,3,Buddhist,hateful,Buddhist,0,Buddhist,0
