Unnamed: 0,t_function,p_target,index,t_gold,c_perturb_id,c_perturb
6,counter_quote_nh,Immigrants,7,non-hateful,Immigrants_counter_quote_nh_7,"Aku tak akan tukar kejap dengan orang asing macam kau, dia ni sangat berbahaya."
7,counter_quote_nh,Immigrants,8,non-hateful,Immigrants_counter_quote_nh_8,"Jangan masuk ke dalam rumah aku, orang asing macam kau ni nak mencuri semua barang."
8,counter_quote_nh,Immigrants,9,non-hateful,Immigrants_counter_quote_nh_9,"Orang asing macam kau ni selalu nak ambil pekerjaan yang baik, tak pernah mau kerja keras. "
9,counter_quote_nh,Immigrants,10,non-hateful,Immigrants_counter_quote_nh_10,"""Hai anak, jangan katakan 'pendatang ni jeles' pada orang, nak cakap apa pun, tapi jangan bawak nama Allah"""
10,counter_quote_nh,Immigrants,11,non-hateful,Immigrants_counter_quote_nh_11,"""Wah, aku suka betul 'pendatang ni mesti diusir semua' tuh, sangat lucu"""
11,counter_quote_nh,Immigrants,12,non-hateful,Immigrants_counter_quote_nh_12,"""Aku bakal block semua pendatang pendatang yang tulis 'orang asing ni jelek'"""
0,counter_quote_nh,Indians,1,non-hateful,Indians_counter_quote_nh_1,"Aku tak akan jadi teman dengan orang yang selalu kata ""mamak ni selalu jahat"""
1,counter_quote_nh,Indians,2,non-hateful,Indians_counter_quote_nh_2,"Kakak tak akan beli makanan dari mamak tu, sebab dia pernah kasi kakak makan makanan berbau"
2,counter_quote_nh,Indians,3,non-hateful,Indians_counter_quote_nh_3,"Kakak tak suka dengan mamak tu, sebab dia selalu tawar harga yang mahal"
3,counter_quote_nh,Indians,4,non-hateful,Indians_counter_quote_nh_4,"""Aku tak suke dengar desi auntie nak cakap macam ""mamak ni suka korupsi"" kat org lain."""
4,counter_quote_nh,Indians,5,non-hateful,Indians_counter_quote_nh_5,"""Gila la dia nak cakap ""india ni memang bodoh"" kat aku, aku nak block dia."""
5,counter_quote_nh,Indians,6,non-hateful,Indians_counter_quote_nh_6,"""Dia ni orang bodoh, nak cakap ""india ni memang penipu"" kat aku, aku nak suruh dia belajar."" "
6,counter_quote_nh,Indians,7,non-hateful,Indians_counter_quote_nh_7,"""Kau ni kiasu sgt lah, tak pernah puas dengan apa yang kau miliki."""
7,counter_quote_nh,Indians,8,non-hateful,Indians_counter_quote_nh_8,"""Aku tak suka dengan mamak-mamak ni, selalu nak jual gorengan."""
8,counter_quote_nh,Indians,9,non-hateful,Indians_counter_quote_nh_9,"""Kau ni sgt lah, selalu nak buat drama dan tuduh orang lain sebagai hacker."" "
9,counter_quote_nh,Indians,10,non-hateful,Indians_counter_quote_nh_10,"""Aku tak akan pergi ke pasar malam kalau banyak India berjalan-jalan disana."""
10,counter_quote_nh,Indians,11,non-hateful,Indians_counter_quote_nh_11,"""Kamu bayar utang aku dah, jangan sampai aku panggil India datang ambil."""
11,counter_quote_nh,Indians,12,non-hateful,Indians_counter_quote_nh_12,"""Jika kau nak bantai India, aku bawa kau pergi ke HDB dan kita ambil kacau."""
12,counter_quote_nh,Indians,13,non-hateful,Indians_counter_quote_nh_13,"""Aku tak suka India, mereka jelek dan bau, aku akan buat video tentang itu."""
13,counter_quote_nh,Indians,14,non-hateful,Indians_counter_quote_nh_14,"""Aku tak suka India, mereka jelek dan bau, aku akan buat video tentang itu."""
0,counter_quote_nh,Malay,1,non-hateful,Malay_counter_quote_nh_1,"""Kau tak boleh cakap macam ""melayu ni memang gila"" dalam group kita, orang lain akan fikir kita gila juga"""
1,counter_quote_nh,Malay,2,non-hateful,Malay_counter_quote_nh_2,"""Dude, jangan lah tulis'melayu tuje' dalam story kamu, itu bukan vibe kita"""
2,counter_quote_nh,Malay,3,non-hateful,Malay_counter_quote_nh_3,"""Ah mah, jangan lah cakap'melayu tu kacau' dalam group WhatsApp, kita semua tahu itu tidak benar"" "
3,counter_quote_nh,Malay,4,non-hateful,Malay_counter_quote_nh_4,Aku tak suka dengan orang-orang melayu yang suka memaki dan memfitnah orang lain.
4,counter_quote_nh,Malay,5,non-hateful,Malay_counter_quote_nh_5,"Orang-orang melayu sekarang ni macam tak ada ajaran agama lagi, suka buat kekacauan di tengah masyarakat."
5,counter_quote_nh,Malay,6,non-hateful,Malay_counter_quote_nh_6,Kakak tak akan pernah makan nasi lemak lagi kalau kakak dengar orang-orang macam itu bercakap soal melayu.
6,counter_quote_nh,Malay,7,non-hateful,Malay_counter_quote_nh_7,"Kak aku marah sekali kalau dengar orang-orang nak buat macam-macam dengan melayu, tak perlukan lah."
7,counter_quote_nh,Malay,8,non-hateful,Malay_counter_quote_nh_8,"Kakak tak suka dengar orang-orang nak cakap je macam tu, melayu ni baik2 sih."
8,counter_quote_nh,Malay,9,non-hateful,Malay_counter_quote_nh_9,"""Aku takut kalau anak cucu aku nanti akan dibenci orang kerana perbuatan kamu yang selalu memanggil orang Melayu dengan nama yang buruk."""
9,counter_quote_nh,Malay,10,non-hateful,Malay_counter_quote_nh_10,"""Bruh, jangan lah selalu menggunakan kata-kata kasar untuk merujuk orang Melayu, itu bukan gaya kita sebagai masyarakat Malaysia."""
0,counter_quote_nh,Muslim,1,non-hateful,Muslim_counter_quote_nh_1,"""Kau tak boleh cakap orang-orang islam ni tak berpendidikan, mereka tak perlu jualan makanan di kaki lima"""
1,counter_quote_nh,Muslim,2,non-hateful,Muslim_counter_quote_nh_2,"""Politikus kita yang tak berhati nurani selalu nak cuba hancurkan image orang-orang islam"""
2,counter_quote_nh,Muslim,3,non-hateful,Muslim_counter_quote_nh_3,"""Saya rasa kita harus berhenti menghina orang-orang islam di media sosial, kita harus berfikir lebih rasional"""
3,counter_quote_nh,Muslim,4,non-hateful,Muslim_counter_quote_nh_4,"""Meme 'orang-orang islam ni tak boleh makan nasi lemak' tak lucu, itu rasisme"""
4,counter_quote_nh,Muslim,5,non-hateful,Muslim_counter_quote_nh_5,"""Muslim ni tak berapa lah, macam tu"""
5,counter_quote_nh,Muslim,6,non-hateful,Muslim_counter_quote_nh_6,"""Muslim tu tak ada apa-apa lah, main je"""
6,counter_quote_nh,Muslim,7,non-hateful,Muslim_counter_quote_nh_7,"""Muslim tu gila lah, tak ada guna"""
7,counter_quote_nh,Muslim,8,non-hateful,Muslim_counter_quote_nh_8,"""Muslim tu tak berapa lah, main tuje"""
8,counter_quote_nh,Muslim,9,non-hateful,Muslim_counter_quote_nh_9,"""Orang tua saya selalu katakan bahawa orang Islam itu tidak akan pernah menerima perubahan, mereka selalu konservatif dan tidak terbuka."""
9,counter_quote_nh,Muslim,10,non-hateful,Muslim_counter_quote_nh_10,"""Aku tak suka bila orang-orang islam ni makan makanan haram, sangat menjijikkan!"""
10,counter_quote_nh,Muslim,11,non-hateful,Muslim_counter_quote_nh_11,"""Muslims are just a bunch of toxic gamers who only care about their own online image."""
0,counter_quote_nh,Transexual,1,non-hateful,Transexual_counter_quote_nh_1,"Kau tak tahu, orang trans sebenarnya manusia juga, bukan babi atau sampah seperti yang kau fikirkan."
1,counter_quote_nh,Transexual,2,non-hateful,Transexual_counter_quote_nh_2,"Stop membuli orang trans di sosial media, mereka juga manusia yang perlu dihormati."
2,counter_quote_nh,Transexual,3,non-hateful,Transexual_counter_quote_nh_3,"Jangan main-main dengan kata-kata di online, orang trans juga perlu dihormati sebagai manusia. "
3,counter_quote_nh,Transexual,4,non-hateful,Transexual_counter_quote_nh_4,Orang-orang trans ni macam babi yang suka membuat keributan di jalan.
4,counter_quote_nh,Transexual,5,non-hateful,Transexual_counter_quote_nh_5,Orang-orang trans ni macam sampah yang tidak berguna di masyarakat.
5,counter_quote_nh,Transexual,6,non-hateful,Transexual_counter_quote_nh_6,Orang-orang trans ni macam anjing yang tidak boleh dipercayai dan selalu membuat masalah.
6,counter_quote_nh,Transexual,7,non-hateful,Transexual_counter_quote_nh_7,"""Jangan lah nak bawa orang trans tu ke dalam rumah, mereka ni tidak baik"""
7,counter_quote_nh,Transexual,8,non-hateful,Transexual_counter_quote_nh_8,"""Buat apa nak pegi cari orang trans tu, mereka tu macam malaikat setan"""
8,counter_quote_nh,Transexual,9,non-hateful,Transexual_counter_quote_nh_9,"""OMG kan orang trans tu sangat menjijikkan, aku taknak follow mereka"" "
9,counter_quote_nh,Transexual,10,non-hateful,Transexual_counter_quote_nh_10,"""Aku takkan nak tengok orang trans macam dia lagi, dia tu terlalu banyak buat onar!"""
10,counter_quote_nh,Transexual,11,non-hateful,Transexual_counter_quote_nh_11,"""Orang trans ni punya kehidupan yang tidak stabil, mereka suka buat kacau"""
11,counter_quote_nh,Transexual,12,non-hateful,Transexual_counter_quote_nh_12,"""Orang trans tu punya gaya hidup yang tidak betul, mereka suka buat onar dan bikin masalah"" "
0,counter_quote_nh,Women,1,non-hateful,Women_counter_quote_nh_1,"""Apa yang macam tuh kau cakap tentang perempuan perempuan? Takut mereka akan ambil jatah kita semua?"""
1,counter_quote_nh,Women,2,non-hateful,Women_counter_quote_nh_2,"""Oh great, lagi satu perempuan perempuan yang perlu kita 'toleransi' kan?"""
2,counter_quote_nh,Women,3,non-hateful,Women_counter_quote_nh_3,"""Bruh, mengapa perempuan perempuan selalu jadi korban stereotip negatif?"""
3,counter_quote_nh,Women,4,non-hateful,Women_counter_quote_nh_4,"Kau tak akan berani berbicara begini jika ada ibu kita di sini, dia akan marah dan memarahkan kita."
4,counter_quote_nh,Women,5,non-hateful,Women_counter_quote_nh_5,"Kau ni takut dengan perempuan-perempuan yang berani dan mandiri seperti kita, kan?"
5,counter_quote_nh,Women,6,non-hateful,Women_counter_quote_nh_6,Aku tak suka dengar perempuan-perempuan macam tu selalu nak pakai tudung dan baju panjang sahaja.
6,counter_quote_nh,Women,7,non-hateful,Women_counter_quote_nh_7,"Kau ni macam perempuan modern yang suka mengejek, selalu nak komen tentang orang lain."
7,counter_quote_nh,Women,8,non-hateful,Women_counter_quote_nh_8,"Aku takut kalau kau terus buat komen macam tu, aku akan bawa kau ke polis untuk tuduh kau menghasut perempuan."
8,counter_quote_nh,Women,9,non-hateful,Women_counter_quote_nh_9,"Bro, jangan buat komen macam tu la, perempuan juga manusia, jangan jadikan mereka sebagai sampah."
9,counter_quote_nh,Women,10,non-hateful,Women_counter_quote_nh_10,"Bruh, stop dengan komen negatif tentang perempuan, kita semua sama-sama manusia, jangan buat perbezaan. "
0,counter_quote_nh,mentally ill,1,non-hateful,mentally ill_counter_quote_nh_1,"""Ah Beng ni suka cakap orang berpenyakit mental tak boleh kerja, tapi dia sendiri tak pernah kerja."""
1,counter_quote_nh,mentally ill,2,non-hateful,mentally ill_counter_quote_nh_2,"""Ah Lian tu suka cakap orang berpenyakit mental tak boleh jaga diri sendiri, tapi dia sendiri tak pernah jaga diri sendiri."""
2,counter_quote_nh,mentally ill,3,non-hateful,mentally ill_counter_quote_nh_3,"""Masa tu orang tuaku selalu cakap orang berpenyakit mental ni jahat, tapi sekarang aku tahu mereka hanya tidak mengerti."""
3,counter_quote_nh,mentally ill,4,non-hateful,mentally ill_counter_quote_nh_4,"Aku taknak orang-orang berpenyakit mental nak stay dekat rumah aku, mesti nak jauh-jauh aje lah."
4,counter_quote_nh,mentally ill,5,non-hateful,mentally ill_counter_quote_nh_5,"Orang berpenyakit mental ni macam tak tahu apa-apa, jadi tak perlu nak belajar dari mereka lah."
5,counter_quote_nh,mentally ill,6,non-hateful,mentally ill_counter_quote_nh_6,"Aku dah benci orang berpenyakit mental ni, mereka ni macam kutukannya tuh! Aku dah tak nak dengar lagi! "
6,counter_quote_nh,mentally ill,7,non-hateful,mentally ill_counter_quote_nh_7,"""Kau tak boleh cakap macam ni, orang berpenyakit mental tu tuan rumah kita, kita perlakukan mereka dengan baik sahaja"""
7,counter_quote_nh,mentally ill,8,non-hateful,mentally ill_counter_quote_nh_8,"""Cakap macam tu la, orang berpenyakit mental tu bukan apa-apa, tak perlu kita nak bunuh atau sembelih, kita perlakukan mereka dengan baik sahaja"""
8,counter_quote_nh,mentally ill,9,non-hateful,mentally ill_counter_quote_nh_9,"""Orang berpenyakit mental ni tak patut lah dibiarkan nak buat macam tu, nak sembunyikan mereka lah dari pandangan umum."""
9,counter_quote_nh,mentally ill,10,non-hateful,mentally ill_counter_quote_nh_10,"""Orang berpenyakit mental ni macam apa lah, nak bunuh semua lah, tak perlu nak diberi peluang nak hidup."""
10,counter_quote_nh,mentally ill,11,non-hateful,mentally ill_counter_quote_nh_11,"""Wah gila lah orang berpenyakit mental ni, mereka tak tau lah apa yang mereka buat, harus lah dibuang dari masyarakat."""
0,counter_quote_nh,physically disabled,1,non-hateful,physically disabled_counter_quote_nh_1,"""orang kurang upaya ni sangat memalukan lah"""
1,counter_quote_nh,physically disabled,2,non-hateful,physically disabled_counter_quote_nh_2,"""orang kurang upaya tu tak boleh nak hidup lah"""
2,counter_quote_nh,physically disabled,3,non-hateful,physically disabled_counter_quote_nh_3,"""orang kurang upaya tu semua tak berharga lah""  ### Generation 4:"
3,counter_quote_nh,physically disabled,4,non-hateful,physically disabled_counter_quote_nh_4,"""orang kurang upaya tu semua hanya makan gaji orang sahaja"" "
4,counter_quote_nh,physically disabled,5,non-hateful,physically disabled_counter_quote_nh_5,"""Jangan gunakan bahasa yang kasar untuk merujuk kepada mereka yang berkebutuhan khusus, itu tidak mencerminkan kita sebagai masyarakat yang sopan dan hormat."""
5,counter_quote_nh,physically disabled,6,non-hateful,physically disabled_counter_quote_nh_6,"""Tolak komentar jahat di media sosial yang merendahkan mereka yang berkebutuhan khusus, kita harus jadi netizen yang peduli dan bertanggung jawab."""
6,counter_quote_nh,physically disabled,7,non-hateful,physically disabled_counter_quote_nh_7,"""Cari lah yang lain, jangan pakai orang kurang upaya ni lah"""
7,counter_quote_nh,physically disabled,8,non-hateful,physically disabled_counter_quote_nh_8,"""Gua tidak mau pakai orang kurang upaya ni lah, gak nyaman"""
8,counter_quote_nh,physically disabled,9,non-hateful,physically disabled_counter_quote_nh_9,"""Kau ni babi, tak tahu nak bantu orang lain."""
9,counter_quote_nh,physically disabled,10,non-hateful,physically disabled_counter_quote_nh_10,"""Orang kurang upaya macam kau ni hanya sampah yang tidak berguna."""
10,counter_quote_nh,physically disabled,11,non-hateful,physically disabled_counter_quote_nh_11,"""Kau nak sembelih orang kurang upaya? Aku akan bawa kau ke mahkamah."""
11,counter_quote_nh,physically disabled,12,non-hateful,physically disabled_counter_quote_nh_12,"""Dia patut dibuang dari platform kerana mengatakan orang kurang upaya patut dibunuh."""
0,counter_quote_nh,seniors,1,non-hateful,seniors_counter_quote_nh_1," Babi tua ini tak tahu apa-apa lagi, jadi dia fikir orang tuanya selalu benar."
1,counter_quote_nh,seniors,2,non-hateful,seniors_counter_quote_nh_2," Orang tua tu macam tak pernah tahu apa yang mereka inginkan, selalu minta dan minta sahaja."
2,counter_quote_nh,seniors,3,non-hateful,seniors_counter_quote_nh_3," Orang tua tu selalu ikut-ikutan anaknya, sampai-sampai tidak pernah membiarkan anaknya hidup sendiri. "
3,counter_quote_nh,seniors,4,non-hateful,seniors_counter_quote_nh_4,Aku dah bosan dengan babas-babas tua yang selalu cakap tidak tahu apa-apa
4,counter_quote_nh,seniors,5,non-hateful,seniors_counter_quote_nh_5,"Kiasu grandpa tu tak pernah puas dengan apa pun, selalu kiasu"
5,counter_quote_nh,seniors,6,non-hateful,seniors_counter_quote_nh_6,"Ah Beng tu tak tahu apa-apa, selalu cakap seenaknya sendiri"
6,counter_quote_nh,seniors,7,non-hateful,seniors_counter_quote_nh_7,"Kakak saya selalu marah-marah sebab saya tak suka makan nasi lemak dengan kacang polong, tapi saya tak pernah cakap orang tua saya jijik."
7,counter_quote_nh,seniors,8,non-hateful,seniors_counter_quote_nh_8,"Uncle saya suka marah-marah jika saya tak menghantar belanja bulanan tepat waktu, tapi saya tak pernah cakap beliau bodoh."
8,counter_quote_nh,seniors,9,non-hateful,seniors_counter_quote_nh_9,Aku tak nak jadi kiasu dengan mereka tapi mereka selalu nak menang atas aku saja.
9,counter_quote_nh,seniors,10,non-hateful,seniors_counter_quote_nh_10,Dah lama mereka punya rumah mewah tapi mereka masih suka boros dan tak peduli dengan orang lain.
10,counter_quote_nh,seniors,11,non-hateful,seniors_counter_quote_nh_11,"Mereka selalu muncul di waktu malam dan bikin aku takut, kayak hantu yang tak pernah mati."
0,counter_ref_nh,Buddhist,1,non-hateful,Buddhist_counter_ref_nh_1,"Kau tak tahu budaya kita yang tua-tua, jangan marah dengan orang Buddha yang berpakaian sederhana saja."
1,counter_ref_nh,Buddhist,2,non-hateful,Buddhist_counter_ref_nh_2,"Kau pikir orang Buddha hanya makan nasi lemak dan tidur siang saja, kan?"
2,counter_ref_nh,Buddhist,3,non-hateful,Buddhist_counter_ref_nh_3,"Orang Buddha tu takkan pernah nak beramal, mungkin kau pikir mereka hanya suka merokok dan mendengar muzik saja. "
3,counter_ref_nh,Buddhist,4,non-hateful,Buddhist_counter_ref_nh_4,"Kau fikir orang buddha miskin semua, jadi tak perlu belanja banyak-banyak?"
4,counter_ref_nh,Buddhist,5,non-hateful,Buddhist_counter_ref_nh_5,"Orang buddha takut kaya, jadi selalu jual barang murah saja."
5,counter_ref_nh,Buddhist,6,non-hateful,Buddhist_counter_ref_nh_6,"Kau fikir orang buddha tak pernah belanja mahal, jadi selalu beli barang murah saja. "
