Unnamed: 0,t_function,p_target,index,t_gold,c_perturb_id,c_perturb
4,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),5,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_5,"""Gusto ko ng mga aeta kasi sila ay mayroong magagandang mga tradisyonal na pamamahayag sa kanilang paglaman ng alimango."" "
5,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),6,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_6,"""Ang mga aeta ay mayroong malalim na kaalaman sa pagpapalakad ng komunidad na mayroong pangako ng pangako ng pagpapalakad ng komunidad."""
6,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),7,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_7,"""Ang mga aeta ay hindi gago, sila ay mayroong sariling kultura at tradisyon na kailangan nating pangalagaan."""
7,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),8,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_8,"""Ang mga aeta ay hindi masama, sila ay nagsasakupan ng kanilang lugar at nagpapatakbo ng kanilang sarili na pamayanan."""
8,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),9,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_9,"""Hindi ko pinapansin ang mga sinasabi ng mga lola na nagpapakamatay ang mga aeta dahil sila ay may kagustuhan na masunog ang mga nasa kapitbahayan."""
9,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),10,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_10,"""Hindi ako magpapakamatay dahil sa sinasabi ng iba na ang mga aeta ay walang karunungan."""
10,counter_quote_nh,Aeta/Agta/Ata/Negrito (Based on experience),11,non-hateful,Aeta/Agta/Ata/Negrito (Based on experience)_counter_quote_nh_11,"""Mga tao na nagpapakamatay sa mga aeta ay hindi naman nakakakita ng katarungan sa kanilang sarili."""
0,counter_quote_nh,African (or dark-skinned),1,non-hateful,African (or dark-skinned)_counter_quote_nh_1,"""Kawawa naman ang mga aprikano kasi sobrang walang pag-asa sa kanilang sarili"""
1,counter_quote_nh,African (or dark-skinned),2,non-hateful,African (or dark-skinned)_counter_quote_nh_2,"""Mga aprikano daw ang gumagawa ng krimen sa Pilipinas, sobrang nakakatakot"""
2,counter_quote_nh,African (or dark-skinned),3,non-hateful,African (or dark-skinned)_counter_quote_nh_3,"""Hindi ako magagalit kung sabihin mong 'napakasuklam ng mga aprikano' pero sobrang nakakainis ng mga tao na nagpapalabas ng ganun."""
3,counter_quote_nh,African (or dark-skinned),4,non-hateful,African (or dark-skinned)_counter_quote_nh_4,"""Ako ay nagpapalabas ng mga post na walang kinalaman sa mga aprikano, pero sobrang nakakainis ng mga tao na nagpapalabas ng ganun."""
4,counter_quote_nh,African (or dark-skinned),5,non-hateful,African (or dark-skinned)_counter_quote_nh_5,"""Kung ang mga aprikano ay nagpapakita ng respeto sa kultura natin, bakit hindi natin sila pinapakitaan ng respeto?"""
5,counter_quote_nh,African (or dark-skinned),6,non-hateful,African (or dark-skinned)_counter_quote_nh_6,"""Kahit sino man ang aprikano, kung may magandang pananaw, kaya natin silang makibahagi sa ating komunidad."""
6,counter_quote_nh,African (or dark-skinned),7,non-hateful,African (or dark-skinned)_counter_quote_nh_7,"""Napakadali mo lang magsabi ng 'napakasuklam ng mga aprikano' pero kung ako ikaw, hindi ako magpapakasuko sa mga sinasabi mo."""
7,counter_quote_nh,African (or dark-skinned),8,non-hateful,African (or dark-skinned)_counter_quote_nh_8,"""Oo, ang galing mo magmungkahi na 'papatayin lahat ng mga aprikano' sa Facebook mo, di ba? Ang lakas ng loob mo!"""
8,counter_quote_nh,African (or dark-skinned),9,non-hateful,African (or dark-skinned)_counter_quote_nh_9,"Bakit mo nasasabi na ""ang mga aprikano ay sobrang gago""? Kaya mo ba kasi magsalita ng ganun sa akin?"
9,counter_quote_nh,African (or dark-skinned),10,non-hateful,African (or dark-skinned)_counter_quote_nh_10,"Nagkalat ang mga post na ""napakasuklam ng mga aprikano"" sa timeline ko, pero ako ay hindi magpapakamatay dahil sa mga ganyang mga sinasabi."
0,counter_quote_nh,Amputee,1,non-hateful,Amputee_counter_quote_nh_1,"Bakit ba hindi ninyong nakikita ang kaso ng amputee sa Pilipinas? Ang mga tita kasi ay mahilig sa pagkakataon na magbibigay ng pansin sa mga nangangailangan. Kung hindi naman tayo magbibigay ng pansin sa kanila, sino pa ang magbibigay?"
1,counter_quote_nh,Amputee,2,non-hateful,Amputee_counter_quote_nh_2,"""Sobrang sakit sa puso kung makikita mong sinasabing 'yung mga nangyari sa akin ay dahil sa sarili kong kalagayan."""
2,counter_quote_nh,Amputee,3,non-hateful,Amputee_counter_quote_nh_3,"""Hindi ko kayang tumangap ng ganun kalaking kaligayahan kung sabihin mo na ako ay 'di dapat makapaglakad dahil sa 'yung nangyari sa aking kaki."""
3,counter_quote_nh,Amputee,4,non-hateful,Amputee_counter_quote_nh_4,"""Nagpapakita ng pagkakasiraan ng kultura ang mga sinasabi na 'ang amputado ay hindi maganda para sa pagiging isang tao'."""
4,counter_quote_nh,Amputee,5,non-hateful,Amputee_counter_quote_nh_5,"""Sobrang diyan ang 'di kaya ng amputado' kasi masaya ako sa pagiging amputado, at ang mga taong nagsasabi ng ganon ay walang alam sa real life."""
5,counter_quote_nh,Amputee,6,non-hateful,Amputee_counter_quote_nh_6,"""Hindi ako papayag na mabubulkyo sa akin na 'lumpo' kasi ako ay mayroong kahinaan na ito sa aking kalooban, at ito ay hindi magandang tingin sa akin."""
6,counter_quote_nh,Amputee,7,non-hateful,Amputee_counter_quote_nh_7,"""Hindi ako magagalaw na magpost ng mga kababawan na sinasabing 'lumpo' kasi nakakasira ng imahen ko at nakakadagdag ng masasamang impluwensya sa komunidad."""
7,counter_quote_nh,Amputee,8,non-hateful,Amputee_counter_quote_nh_8,"""Sobrang nakakadiri ang mga komento na 'napakasuka ng mga may amputasyon' sa timeline ko. Nakakalungkot na may mga tao na may ganiyang pagnanais."""
8,counter_quote_nh,Amputee,9,non-hateful,Amputee_counter_quote_nh_9,"""Tangina mo, bakit mo sinasabi na 'nakakadiri ang mga may amputasyon'? Di mo ba alam na sobrang nakakadiri ang mga komento na ganyan?"""
9,counter_quote_nh,Amputee,10,non-hateful,Amputee_counter_quote_nh_10,"""Kawawa naman siya na kawalan ng kaki, pero kung magiging tao ka rin, alam mo na ang pampalakas ng loob ng mga tao."""
10,counter_quote_nh,Amputee,11,non-hateful,Amputee_counter_quote_nh_11,"""Ano ba ang nasa isip ng mga tao sa mga taong may kawalan ng kaki? Bakit ganun ka sensitive ang mga tao?"""
0,counter_quote_nh,Badjao (Sea Gypsies),1,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_1,"Bakit mo sinasabi na ""ang mga badjao ay sobrang gago""? Kasi naman sila ay nakatira sa dagat at hindi nakakapag-aral."
1,counter_quote_nh,Badjao (Sea Gypsies),2,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_2,"Kung hindi mo alam ang kalagayan ng mga badjao, huwag mong isipin na sila ay sobrang gago dahil sa kanilang pagiging nasa dagat."
2,counter_quote_nh,Badjao (Sea Gypsies),3,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_3,"""Ako ay hindi takot na makipagbuno sa mga badjao dahil sila ay mayroon ding karapatan sa pagiging badjao."""
3,counter_quote_nh,Badjao (Sea Gypsies),4,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_4,"""Ang badjao ay hindi masama kasi sila ay nagpapasakop sa dagat para makatulong sa pamilya."""
4,counter_quote_nh,Badjao (Sea Gypsies),5,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_5,"""Kapag nakita mo ang mga badjao, huwag mong isipin na sila ay nakakahiya kasi sila ay nagpapasakop sa dagat para makatulong sa pamilya."""
5,counter_quote_nh,Badjao (Sea Gypsies),6,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_6,"""Hindi naman masama ang mga badjao kasi sila ay nagpapasakop sa dagat para makatulong sa pamilya."""
6,counter_quote_nh,Badjao (Sea Gypsies),7,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_7,"""Ang mga badjao ay masipag kasi sila ay nagpapasakop sa dagat para makatulong sa pamilya."""
7,counter_quote_nh,Badjao (Sea Gypsies),8,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_8,"""Ako ay hindi naman paborito ang mga sinasabi ng mga tao na 'nakakasira ng imahen ng mga badjao ang mga post na ganyan'."""
8,counter_quote_nh,Badjao (Sea Gypsies),9,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_9,"""Ewan ko ba kung bakit ang dami ng mga tao na nagpapalagay na 'badjao na badjao talaga ang mga badjao'? Nakakainis!"""
9,counter_quote_nh,Badjao (Sea Gypsies),10,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_10,"""Hindi ko ma-allow ang mga taga-block na nag-sasabing 'Gagong Badjao ka lang' sa akin."""
10,counter_quote_nh,Badjao (Sea Gypsies),11,non-hateful,Badjao (Sea Gypsies)_counter_quote_nh_11,"""Kawawa naman ang mga nagsasabing 'Badjao ang tanga' sa akin, di naman ako ganoon."""
0,counter_quote_nh,Bagobo,1,non-hateful,Bagobo_counter_quote_nh_1,"""Ano ba ang nangyayari sa utak mo, siyam na beses na nakita ko ang mga bagobo sa kapitbahayan at wala pa rin akong napapakita ng pagkakataon na sila'y nakakadiri!"""
1,counter_quote_nh,Bagobo,2,non-hateful,Bagobo_counter_quote_nh_2,"""Bakit mo nasasabi na ang mga bagobo ay sobrang diwa?"""
2,counter_quote_nh,Bagobo,3,non-hateful,Bagobo_counter_quote_nh_3,"""Grabe, bakit mo sinasabi na sobrang nakakadiri ng mga bagobo?"""
3,counter_quote_nh,Bagobo,4,non-hateful,Bagobo_counter_quote_nh_4,"""Ang mga bagobo ay sobrang galing kaya sobrang galing din ng mga bagobo sa pagluto."""
4,counter_quote_nh,Bagobo,5,non-hateful,Bagobo_counter_quote_nh_5,"""Kawawa naman ang mga bagobo, sobrang diwa talaga ang mga bagobo."""
5,counter_quote_nh,Bagobo,6,non-hateful,Bagobo_counter_quote_nh_6,"""Tito, sobrang nakakadiri ng mga bagobo daw, pero ako gusto ko ng masubukan ang pagluto ng mga bagobo."""
6,counter_quote_nh,Bagobo,7,non-hateful,Bagobo_counter_quote_nh_7,"Ang mga bagobo ay sobrang malandi sa kultura nila sa pagpapakamatay, pero ako ay hindi nakakasakit sa mga bagobo."
7,counter_quote_nh,Bagobo,8,non-hateful,Bagobo_counter_quote_nh_8,"Ang mga bagobo ay nakakasakit sa mga kabataan dahil sa kanilang mga kultura ng pagpapakamatay, pero ako ay hindi nanggagalingan ng mga bagobo."
8,counter_quote_nh,Bagobo,9,non-hateful,Bagobo_counter_quote_nh_9,"""Kapag sinasabi mo na 'nakakadiri ang mga bagobo', ibig sabihin mo na hindi mo alam ang pagkakatao nila."""
9,counter_quote_nh,Bagobo,10,non-hateful,Bagobo_counter_quote_nh_10,"""Sobrang di ka na ba kasing maalala na sinasabihan mo ang mga bagobo na 'nakakadiri' na ang mga bagobo ay hindi alam kung paano magpapakita ng respeto sa mga iba."""
0,counter_quote_nh,Blind,1,non-hateful,Blind_counter_quote_nh_1,"Bakit mo sinasabi na ""nakakasakit ang mga bulag"" kung di mo alam ang problema ng mga bulag?"
1,counter_quote_nh,Blind,2,non-hateful,Blind_counter_quote_nh_2,"Nakakalungkot ang mga post na ""bulag ay basura"" sa Facebook, hindi naman lahat tama ang sinasabi nila."
2,counter_quote_nh,Blind,3,non-hateful,Blind_counter_quote_nh_3,"Bakit kasi ang mga bulag ay sobrang gago, kung hindi mo alam ang problema ng mga bulag, huwag kang mag comment ng ganun. "
3,counter_quote_nh,Blind,4,non-hateful,Blind_counter_quote_nh_4,"""Nagmamalaki ka ng 'bulag na basura' sa Facebook, pero sa totoo lang, sobrang nakakainis ka!"""
4,counter_quote_nh,Blind,5,non-hateful,Blind_counter_quote_nh_5,"""Hindi ko kaya ang mga post na 'bulag lang ang gusto ng lahat' sa social media!"""
5,counter_quote_nh,Blind,6,non-hateful,Blind_counter_quote_nh_6,"""Hindi ka maganda pag sinusulat mo na 'bulag ay sobrang gago' sa Facebook, anak."""
6,counter_quote_nh,Blind,7,non-hateful,Blind_counter_quote_nh_7,"""Kawawa naman ang mga bulag na sinasabing 'nakakadiri' ng mga post na 'nakakasakit' sa kanila."""
7,counter_quote_nh,Blind,8,non-hateful,Blind_counter_quote_nh_8,"""Kapag ang mga lalaki na may pambabawas sa mga bulag ay nagpuputok ng baril, ang mga bulag ang magiging unang nakikita sa mga baril."""
8,counter_quote_nh,Blind,9,non-hateful,Blind_counter_quote_nh_9,"""Hindi mo alam kung gaano kahirap maging bulag, kaya huwag kang magpapakamatay ng mga bulag."""
9,counter_quote_nh,Blind,10,non-hateful,Blind_counter_quote_nh_10,"""Hindi mo alam ang kultura ng bulag, kaya huwag kang magpapakamatay ng mga bulag."""
0,counter_quote_nh,Born-Again Christians,1,non-hateful,Born-Again Christians_counter_quote_nh_1,"""Ako ay hindi nakakapanood ng mga kanta ng mga born-again kasi sobrang nakakasakit sa aking mga mata ang kanilang mga sinasabi."""
1,counter_quote_nh,Born-Again Christians,2,non-hateful,Born-Again Christians_counter_quote_nh_2,"""Gusto ko talaga na kung ano-ano ang sinasabi ng mga born-again ay ibigay na lang nila sa akin sa korte, kasi sobrang nakakainis na."""
2,counter_quote_nh,Born-Again Christians,3,non-hateful,Born-Again Christians_counter_quote_nh_3,"""Tangina mo, ang mga born-again ay sobrang tanga sa isip at sobrang nakakadiri!"""
3,counter_quote_nh,Born-Again Christians,4,non-hateful,Born-Again Christians_counter_quote_nh_4,"""Wala talaga akong katiyakan sa mga born-again, sobrang nakakasuka ng pag-iisip nila!"""
4,counter_quote_nh,Born-Again Christians,5,non-hateful,Born-Again Christians_counter_quote_nh_5,"""Tita, grabe, sobrang nakakasakit ng mga post ng mga born-again sa Facebook ko."" "
5,counter_quote_nh,Born-Again Christians,6,non-hateful,Born-Again Christians_counter_quote_nh_6,"""Tsismosa, ano ba kaya ng mga nangyayari sa mga born-again? Bakit sobrang nagpapakita ng pagkakataon?"" "
6,counter_quote_nh,Born-Again Christians,7,non-hateful,Born-Again Christians_counter_quote_nh_7,"""Ako ay hindi makakayanan ang mga born-again na nagpapakita ng kanilang mga konservatibong pananaw sa Facebook."""
7,counter_quote_nh,Born-Again Christians,8,non-hateful,Born-Again Christians_counter_quote_nh_8,"""Uwian na, mga born-again! Stop with the preachy vibes sa social media, di ka pa ba nakakabasa ng bawat post mo?"""
8,counter_quote_nh,Born-Again Christians,9,non-hateful,Born-Again Christians_counter_quote_nh_9,"""Hindi ko talaga ma-accept ang mga born-again kasi sobrang naiintindihan ko na ang paniniwala nila."""
9,counter_quote_nh,Born-Again Christians,10,non-hateful,Born-Again Christians_counter_quote_nh_10,"""Eh, born-again na pala ang mga tao na 'yan, sobrang nakakainis."""
0,counter_quote_nh,B’laan,1,non-hateful,B’laan_counter_quote_nh_1,"Tito mo, di ako magpapakamatay kasi ako b’laan!"
1,counter_quote_nh,B’laan,2,non-hateful,B’laan_counter_quote_nh_2,"Tita mo, di mo alam ang kalakaran ng b’laan kaya nagpapakamatay ka?"
2,counter_quote_nh,B’laan,3,non-hateful,B’laan_counter_quote_nh_3,"Kuya mo, bakit mo sinasabi na sobrang nakakadiri ang mga b’laan? Di mo ba alam na nakakasakit yun? "
3,counter_quote_nh,B’laan,4,non-hateful,B’laan_counter_quote_nh_4,"""Kapag sinasabi mo na 'nakakadiri ang mga b’laan', parang nakakalungkot siya para sa akin."""
4,counter_quote_nh,B’laan,5,non-hateful,B’laan_counter_quote_nh_5,"""Grabe, ang b’laan ay sobrang gulo sa Facebook! Di ba?"""
5,counter_quote_nh,B’laan,6,non-hateful,B’laan_counter_quote_nh_6,"""Hindi ako magiging friends mo kung sinasabi mo na 'lahat ng b’laan ay sobrang gago'."""
6,counter_quote_nh,B’laan,7,non-hateful,B’laan_counter_quote_nh_7,"""Dapat tanggalin siya sa Facebook dahil sa sinabi niyang 'dapat patayin lahat ng b’laan'."""
7,counter_quote_nh,B’laan,8,non-hateful,B’laan_counter_quote_nh_8,"""Hindi ko papansin ang mga post na nagpapakita ng hate sa mga b’laan sa timeline ko."""
8,counter_quote_nh,B’laan,9,non-hateful,B’laan_counter_quote_nh_9,"""Ang mga b’laan ay sobrang nakakasakit ng loob, ayaw ko na makita sa TV."""
9,counter_quote_nh,B’laan,10,non-hateful,B’laan_counter_quote_nh_10,"""Tito, Tita, ang mga b’laan ay sobrang nakakasakit, di ako makakapagpahinga pag nakita ko sila."""
0,counter_quote_nh,Chinese,1,non-hateful,Chinese_counter_quote_nh_1,"""Hindi ko alam bakit ang mga lolo at lola ko ay nagmumungkahi na ang mga tsino ay sobrang nakakaloko."""
1,counter_quote_nh,Chinese,2,non-hateful,Chinese_counter_quote_nh_2,"""Gusto ko lang sabihin na ang mga tsino ay sobrang nakakasira sa karera ng Pilipinas sa ekonomiya."""
2,counter_quote_nh,Chinese,3,non-hateful,Chinese_counter_quote_nh_3,"""Ang mga tsino ay sobrang nakakasira sa kulturang Pilipino at gusto kong sila ay ipagbawal sa bansa."""
3,counter_quote_nh,Chinese,4,non-hateful,Chinese_counter_quote_nh_4,"""Ang mga tsino ay nagpapakamatay para makakuha ng pera."""
4,counter_quote_nh,Chinese,5,non-hateful,Chinese_counter_quote_nh_5,"""Ang mga tsino ay naging tamad at nagpapakamatay sa paghahanap ng pera."""
5,counter_quote_nh,Chinese,6,non-hateful,Chinese_counter_quote_nh_6,"""Ang mga tsino ay naging pababa sa trabaho at nagpapakamatay para makakuha ng pera."""
6,counter_quote_nh,Chinese,7,non-hateful,Chinese_counter_quote_nh_7,"""Kung ang sinasabi mo na sobrang nakakadiri ang mga tsino, baka ikaw na lang ang nakakadiri."""
7,counter_quote_nh,Chinese,8,non-hateful,Chinese_counter_quote_nh_8,"""Kawawa naman yung mga tsino, sobrang nakakainis na sinasabi mong sobrang gago."""
8,counter_quote_nh,Chinese,9,non-hateful,Chinese_counter_quote_nh_9,"""Hindi naman ako pumapalagay sa mga sinasabi mong sobrang nakakasakit ang mga tsino, kasi yun ang mga tao naman."""
9,counter_quote_nh,Chinese,10,non-hateful,Chinese_counter_quote_nh_10,"""Sobrang di ko kayang tanggap ang sinasabi mong sobrang nakakadiri ang mga tsino, kasi yun ang mga tao naman na nagpapatakbo sa bansa."""
0,counter_quote_nh,Christian,1,non-hateful,Christian_counter_quote_nh_1,"""Hindi ako nagagalak sa mga kristiyano na nagpapakita ng pagkakataon na nagpapakita ng pagkakataon na masama sa ibang tao."""
1,counter_quote_nh,Christian,2,non-hateful,Christian_counter_quote_nh_2,"""Kahit sino man ang kristiyano, kailangan nilang magpalabas ng mas maayos na pagkatao sa ibang tao."""
2,counter_quote_nh,Christian,3,non-hateful,Christian_counter_quote_nh_3,"""Tito mo ang sobrang pahuli sa panahon sa Facebook, sinasabi mo pa rin na 'napakasuklam ng mga kristiyano'."""
3,counter_quote_nh,Christian,4,non-hateful,Christian_counter_quote_nh_4,"Bakit mo nasasabi na ""nakakadiri ang mga kristiyano""? Kasi kasiyado ka sa kanta ng ""Hesus ay nagmula sa tayo""."
4,counter_quote_nh,Christian,5,non-hateful,Christian_counter_quote_nh_5,"""Kapag nakita mo ang mga kristiyano, parang nakakaloka ka na. Bubwit ka na sa mga nagsasabi ng ""Hesus ay nagmula sa tayo""."
5,counter_quote_nh,Christian,6,non-hateful,Christian_counter_quote_nh_6,"Bakit mo sinasabi na ""napakasuklam ang mga kristiyano"" sa Facebook, nasa panahon na ng digital na panahon na."
6,counter_quote_nh,Christian,7,non-hateful,Christian_counter_quote_nh_7,"Bakit mo sinasabi na ""nagiging sobrang conservative ang mga kristiyano?"" Di mo ba alam na sobrang nakakainis 'yan?"
7,counter_quote_nh,Christian,8,non-hateful,Christian_counter_quote_nh_8,"Sinusulat mo na ""sobra na ang entitled ang mga kristiyano"" ay sobrang nakakainis."
8,counter_quote_nh,Christian,9,non-hateful,Christian_counter_quote_nh_9,"Bakit mo sinasabi na ""sobra na ang holier-than-thou ang mga kristiyano""? Di mo ba alam na sobrang nakakasakit 'yan?"
9,counter_quote_nh,Christian,10,non-hateful,Christian_counter_quote_nh_10,"Bakit mo sinasabi na ""nakakadiri ang mga kristiyano"" Tita, hindi naman nila sinasabi na gusto nilang makipaglaban sa akin."
10,counter_quote_nh,Christian,11,non-hateful,Christian_counter_quote_nh_11,"Grabe Tita, bakit mo sinasabi na ""nakakadiri ang mga kristiyano"" kasi sila naman tayo ang nagpapakita ng kahalayan ng pag-ibig."
0,counter_quote_nh,Deaf,1,non-hateful,Deaf_counter_quote_nh_1,"""Napakasira ng panahon ang mga bingi na nagpapalabas ng mga gawang walang kwentang pagsasabing ang mga bingi ay sobrang gago."""
1,counter_quote_nh,Deaf,2,non-hateful,Deaf_counter_quote_nh_2,"""Kaya mo ba magpapakamatay ng mga bingi kung sila ay magpapakamatay sa sarili nila dahil sa mga hinaing sa kanilang kagustuhan?"""
2,counter_quote_nh,Deaf,3,non-hateful,Deaf_counter_quote_nh_3,"""Tita, hindi na ako makakapunta sa kanyang party dahil sobrang nakakahiya sa akin na maging kasama siya dahil siya ay bingi."""
3,counter_quote_nh,Deaf,4,non-hateful,Deaf_counter_quote_nh_4,"""Yaya, di na ako papakita sa kanyang bahay dahil sobrang nakakahiya sa akin na magsalita sa kaniya kasi siya ay bingi."""
4,counter_quote_nh,Deaf,5,non-hateful,Deaf_counter_quote_nh_5,"""Ang mga tito na sobrang nagpapalaki ng problema sa mga bingi ay sobrang nakakainis."""
5,counter_quote_nh,Deaf,6,non-hateful,Deaf_counter_quote_nh_6,"""Ang mga anak ni Lola na sinasabing 'nakakadiri ang mga bingi' ay sobrang nakakainis sa akin."""
6,counter_quote_nh,Deaf,7,non-hateful,Deaf_counter_quote_nh_7,"""Grabe, bakit mo sinasabi na 'nakakadiri ang mga bingi'? Di mo ba alam na sobrang nakakasakit 'yan?"" "
7,counter_quote_nh,Deaf,8,non-hateful,Deaf_counter_quote_nh_8,"Tito, pababaan mo ang mga komento na nagpapakita ng pagiging discriminatory sa mga bingi, kasi sobrang nakakalungkot na ang mga taong ganyan ang nasa internet."
8,counter_quote_nh,Deaf,9,non-hateful,Deaf_counter_quote_nh_9,"Tita, ang mga komento na ""nakakadiri ang mga bingi"" ay sobrang nakakasakit, kaya ayaw ko ng makita sa timeline ko."
9,counter_quote_nh,Deaf,10,non-hateful,Deaf_counter_quote_nh_10,"Bakit si Tito kasi nagsasabing ""sobrang bingi"" sa mga tao sa kapitbahayan? Parang hindi siya makakapahasan sa kanila."
10,counter_quote_nh,Deaf,11,non-hateful,Deaf_counter_quote_nh_11,"Bakit si Lola lagi-lagang sinasabi na ""bobo ang mga bingi""? Parang hindi siya alam na sobrang nakakahiya ang sinasabi niya."
0,counter_quote_nh,Gays/MTF,1,non-hateful,Gays/MTF_counter_quote_nh_1,"""Di ako makakapagsalita ng masama tungkol sa mga bakla dahil alam ko na mayroong mga bagay na mas mahalaga sa buhay."""
1,counter_quote_nh,Gays/MTF,2,non-hateful,Gays/MTF_counter_quote_nh_2,"""Hindi ako magsalita ng masama sa mga bakla kasi alam ko na ang buhay ay mahalaga at kaya ko na mag-iwas sa pagiging toxic."""
2,counter_quote_nh,Gays/MTF,3,non-hateful,Gays/MTF_counter_quote_nh_3,"""Hindi ko talaga kinikilala ang mga bakla sa komunidad natin, sobrang gago sila"""
3,counter_quote_nh,Gays/MTF,4,non-hateful,Gays/MTF_counter_quote_nh_4,"""Nakakasakit sa puso ang mga sinasabi ng mga bakla, sobrang tanga sila"""
4,counter_quote_nh,Gays/MTF,5,non-hateful,Gays/MTF_counter_quote_nh_5,"""Napakasuklam ng mga bakla, sobrang gago sila sa Tiktok"" "
5,counter_quote_nh,Gays/MTF,6,non-hateful,Gays/MTF_counter_quote_nh_6,"""Tita, bakit mo sinasabi na sobrang gago ang mga bakla? Di mo ba alam na nakakasakit 'yan?"""
6,counter_quote_nh,Gays/MTF,7,non-hateful,Gays/MTF_counter_quote_nh_7,"""Tito, wag mo sabihin na patayin lahat ng bakla, nakakasakit 'yan."""
