Unnamed: 0,t_function,p_target,index,t_gold,c_perturb_id,c_perturb
8,counter_quote_nh,Chinese-Thai,9,non-hateful,Chinese-Thai_counter_quote_nh_9,"""คำพูดแบบนี้มันทำให้คนไทยเชื้อสายจีนรุ่นเก่าอย่างกุเศร้าใจมาก"""
9,counter_quote_nh,Chinese-Thai,10,non-hateful,Chinese-Thai_counter_quote_nh_10,"""ไม่เข้าใจว่าทำไมถึงดูถูกคนดีแบบนั้น"""
10,counter_quote_nh,Chinese-Thai,11,non-hateful,Chinese-Thai_counter_quote_nh_11,"""รู้สึกไม่พอใจที่ถูกดูถูกว่าเป็นนักศึกษาที่ไม่มีประสิทธิภาพ"""
0,counter_quote_nh,Highland Indigenous People,1,non-hateful,Highland Indigenous People_counter_quote_nh_1,"""คนกะเหรี่ยงพวกนี้มันไม่มีศักดิ์ศรี ใครๆ ก็รู้ว่าพวกมันชอบขโมย"""
1,counter_quote_nh,Highland Indigenous People,2,non-hateful,Highland Indigenous People_counter_quote_nh_2,กุอยากจะบอกว่าคนกะเหรี่ยงไม่ใช่คนขยะ กุเคยได้ยินมาจากคนแก่ในหมู่บ้านว่าคนกะเหรี่ยงมีความรักและความกตัญญูสูงมาก
2,counter_quote_nh,Highland Indigenous People,3,non-hateful,Highland Indigenous People_counter_quote_nh_3,"คนแก่ในหมู่บ้านชอบพูดว่า ""พวกคนกะเหรี่ยงเป็นคนไม่ดี"""
3,counter_quote_nh,Highland Indigenous People,4,non-hateful,Highland Indigenous People_counter_quote_nh_4,"""มึงคิดว่าคนกะเหรี่ยงมันไม่สมควรอยู่ในประเทศนี้"""
4,counter_quote_nh,Highland Indigenous People,5,non-hateful,Highland Indigenous People_counter_quote_nh_5,"มึงอย่าโพสต์อะไรแบบว่า ""คนกะเหรี่ยงเป็นพวกขยะ"" มันทำให้คนแก่ในหมู่บ้านไม่สบายใจนะเว้ย"
5,counter_quote_nh,Highland Indigenous People,6,non-hateful,Highland Indigenous People_counter_quote_nh_6,"ใครที่ไปโพสต์ว่า ""คนกะเหรี่ยงน่ารังเกียจ"" กูจะบล็อกมันให้หมดเลย"
6,counter_quote_nh,Highland Indigenous People,7,non-hateful,Highland Indigenous People_counter_quote_nh_7,คนกะเหรี่ยงสมัยนี้เป็นคนดีไม่เหมือนสมัยก่อนเลย
7,counter_quote_nh,Highland Indigenous People,8,non-hateful,Highland Indigenous People_counter_quote_nh_8,กะเหรี่ยงนี่มันเล่นเกมเก่งจังเลย
8,counter_quote_nh,Highland Indigenous People,9,non-hateful,Highland Indigenous People_counter_quote_nh_9," มันไม่สมควรเลยที่จะมีคนพูดว่า ""คนกะเหรี่ยงเป็นพวกที่ไม่เคารพกฎหมาย"""
9,counter_quote_nh,Highland Indigenous People,10,non-hateful,Highland Indigenous People_counter_quote_nh_10," คนที่พูดว่า ""คนกะเหรี่ยงเป็นพวกไม่มีการศึกษา"" มันแสดงถึงความโง่เขลาของตัวเอง"
0,counter_quote_nh,Malay,1,non-hateful,Malay_counter_quote_nh_1,"""วันนี้เห็นโพสต์คนมาเลน่ารังเกียจมากเลย"""
1,counter_quote_nh,Malay,2,non-hateful,Malay_counter_quote_nh_2,"""คนมาเลนี่ก็เป็นพวกขยะจริงๆ"""
2,counter_quote_nh,Malay,3,non-hateful,Malay_counter_quote_nh_3,คนมาเลแม่งขี้ขลาดจริงๆ  ไม่กล้าทำอะไรเลย
3,counter_quote_nh,Malay,4,non-hateful,Malay_counter_quote_nh_4, คนมาเลแม่งขี้โกงมาก  มันโกงเงินกุไปเยอะ
4,counter_quote_nh,Malay,5,non-hateful,Malay_counter_quote_nh_5," ""คนมาเลพวกนี้ก็แค่ชอบพูดจาดูถูกคนไทยเฉยๆ"""
5,counter_quote_nh,Malay,6,non-hateful,Malay_counter_quote_nh_6," ""คนมาเลเนี่ยชอบคิดว่าตัวเองเป็นคนดี แต่จริงๆแล้วก็แค่ชอบพูดจาไม่ดี"""
6,counter_quote_nh,Malay,7,non-hateful,Malay_counter_quote_nh_7,"มึงไม่เคยไปมาเลย์เลย ก็อย่าพูดว่า ""คนมาเลไม่มีเงิน"" เพราะมันไม่จริง"
7,counter_quote_nh,Malay,8,non-hateful,Malay_counter_quote_nh_8,"กุไม่ชอบที่มึงพูดว่า ""คนมาเลเป็นคนจน"" เพราะมันไม่ถูกต้อง"
8,counter_quote_nh,Malay,9,non-hateful,Malay_counter_quote_nh_9,ไม่เข้าใจว่าทำไมคนไทยบางคนถึงมองคนมาเลว่าไม่ดี  คนมาเลเป็นคนดีและอ่อนโยน
9,counter_quote_nh,Malay,10,non-hateful,Malay_counter_quote_nh_10,ฮ่าๆๆ คนมาเลเนี่ยชอบเล่นมุกตลกๆ ใครว่าคนมาเลน่ารังเกียจเนี่ย
0,counter_quote_nh,Myanmar,1,non-hateful,Myanmar_counter_quote_nh_1,กุว่าคนพม่าสมัยก่อนนี่ดีนะ แต่เด็กสมัยใหม่ไม่เหมือนกัน
1,counter_quote_nh,Myanmar,2,non-hateful,Myanmar_counter_quote_nh_2,คนนอกประเทศบางคนชอบพูดว่าคนพม่าไม่ดี แต่ไม่เคยรู้ว่าจริงๆแล้วคนพม่าไม่ได้เลวร้ายอย่างที่คิด
2,counter_quote_nh,Myanmar,3,non-hateful,Myanmar_counter_quote_nh_3,กุว่าคนพม่าไม่ดีแล้วกัน  มันมาขโมยข้าวของของกุ
3,counter_quote_nh,Myanmar,4,non-hateful,Myanmar_counter_quote_nh_4,พวกคนพม่าเนี่ยมาขโมยของกุไปหมดแล้ว  กุไม่ชอบพวกมันเลย
4,counter_quote_nh,Myanmar,5,non-hateful,Myanmar_counter_quote_nh_5,ไร้สาระเนอะ คนพม่าเนี่ย  มันมาขโมยของกุไปหมดเลย
5,counter_quote_nh,Myanmar,6,non-hateful,Myanmar_counter_quote_nh_6,"""คนพม่าสมัยก่อนเป็นคนดี แต่เดี๋ยวนี้ไม่เหมือนกันแล้ว"""
6,counter_quote_nh,Myanmar,7,non-hateful,Myanmar_counter_quote_nh_7,"""พวกคนพม่าสมัยนี้มันไม่มีศักดิ์ศรี"""
7,counter_quote_nh,Myanmar,8,non-hateful,Myanmar_counter_quote_nh_8,"""ไม่เข้าใจว่าทำไมคนพม่าถึงชอบทำตัวเป็นขยะ"" "
8,counter_quote_nh,Myanmar,9,non-hateful,Myanmar_counter_quote_nh_9,กุไม่ชอบเลยที่พวกตุ๊ดพม่าชอบพูดจาไม่ดีเกี่ยวกับประเทศไทย
9,counter_quote_nh,Myanmar,10,non-hateful,Myanmar_counter_quote_nh_10,เกย์พม่าบางคนมักจะชอบแสดงออกถึงอคติและความเกลียดชังต่อคนไทย
0,counter_quote_nh,Thai,1,non-hateful,Thai_counter_quote_nh_1,กุจะไม่ทนกับชาวเน็ตไทยที่พูดจาไม่ดีใส่กัน
1,counter_quote_nh,Thai,2,non-hateful,Thai_counter_quote_nh_2,กุจะไม่ทนกับชาวเน็ตไทยที่ชอบพูดจาเหยียดหยามคนไทย
2,counter_quote_nh,Thai,3,non-hateful,Thai_counter_quote_nh_3,กุอยากจะบอกว่า คนไทยเราเป็นคนดี มีน้ำใจ ไม่เคยทำร้ายใคร
3,counter_quote_nh,Thai,4,non-hateful,Thai_counter_quote_nh_4,กุเห็นคนไทยบางคนมันเลวมาก เลวจนไม่สมควรเป็นคนไทย
4,counter_quote_nh,Thai,5,non-hateful,Thai_counter_quote_nh_5,"กุไม่ชอบเลยที่มีคนพูดว่า ""คนไทยแม่งเป็นพวกขี้แพ้"" มันทำให้กุเสียใจมากเลย"
5,counter_quote_nh,Thai,6,non-hateful,Thai_counter_quote_nh_6,"การที่มีคนพูดว่า ""คนไทยเป็นพวกขยะ"" มันแสดงถึงอคติและความไม่เข้าใจในสังคมไทย"
6,counter_quote_nh,Thai,7,non-hateful,Thai_counter_quote_nh_7,คนแก่ๆแบบนี้คิดว่าคนไทยเป็นขยะไม่มีสมอง
7,counter_quote_nh,Thai,8,non-hateful,Thai_counter_quote_nh_8,วะหนุ่มๆอย่างมึงไม่คิดว่าคนไทยเป็นคนดีหรอ
8,counter_quote_nh,Thai,9,non-hateful,Thai_counter_quote_nh_9,"กุจะไม่ทนฟังคำพูดแบบว่า ""คนไทยเนี่ยโง่"" อีกแล้ว"
9,counter_quote_nh,Thai,10,non-hateful,Thai_counter_quote_nh_10,"โคตรจะไม่ชอบเลยกับคำพูด ""คนไทยแม่งเป็นพวกขี้ขลาด"""
0,counter_quote_nh,Thai Isan,1,non-hateful,Thai Isan_counter_quote_nh_1,"ใครที่พูดว่า ""คนอีสานเป็นขยะ"" มันสมควรโดนจับไปขัง"
1,counter_quote_nh,Thai Isan,2,non-hateful,Thai Isan_counter_quote_nh_2,"ขอแสดงความไม่เห็นด้วยอย่างยิ่งต่อการกล่าวหาว่า ""คนอีสานเป็นคนน่ารังเกียจ"""
2,counter_quote_nh,Thai Isan,3,non-hateful,Thai Isan_counter_quote_nh_3,"การพูดว่า ""คนอีสานเป็นคนน่ารังเกียจ"" นั้นไม่เหมาะสมอย่างยิ่ง"
3,counter_quote_nh,Thai Isan,4,non-hateful,Thai Isan_counter_quote_nh_4,คนอีสานเนี่ยแม่งดื้อมากเลย แค่พูดไม่ฟัง
4,counter_quote_nh,Thai Isan,5,non-hateful,Thai Isan_counter_quote_nh_5,คนอีสานเนี่ยมันโง่จริงๆ ไร้การศึกษา
5,counter_quote_nh,Thai Isan,6,non-hateful,Thai Isan_counter_quote_nh_6,"ลุงคนอีสานเมาแล้วมาโพสต์ว่า ""คนอีสานเป็นพวกขยะ"" ก็ไม่แปลกใจหรอก"
6,counter_quote_nh,Thai Isan,7,non-hateful,Thai Isan_counter_quote_nh_7,"กุจะไม่ทนฟังใครพูดว่า ""คนอีสานเป็นคนโง่"" เลย"
7,counter_quote_nh,Thai Isan,8,non-hateful,Thai Isan_counter_quote_nh_8,"มึงอย่าพูดว่า ""คนอีสานเป็นคนโง่"" กุไม่ชอบเลย"
8,counter_quote_nh,Thai Isan,9,non-hateful,Thai Isan_counter_quote_nh_9,กบฎอีสานนี่มันเลวจริงๆ ที่ไปว่าคนอีสานเป็นพวกขยะ
9,counter_quote_nh,Thai Isan,10,non-hateful,Thai Isan_counter_quote_nh_10,ติดหนี้อีสานนี่มันเลวจริงๆ ที่ไปพูดว่าคนอีสานน่ารังเกียจ
0,counter_quote_nh,Thai-Central,1,non-hateful,Thai-Central_counter_quote_nh_1,คนกรุงคงไม่คิดว่าการพูดแบบนี้เป็นการดูถูกคนกรุงเอง
1,counter_quote_nh,Thai-Central,2,non-hateful,Thai-Central_counter_quote_nh_2, คนดูถูกคนกรุงแบบนี้นี่มันแสดงถึง IQ ของเขาเองจริงๆ
2,counter_quote_nh,Thai-Central,3,non-hateful,Thai-Central_counter_quote_nh_3,คนกรุงแม่งเห็นแก่ตัวทุกคนเลย ไม่เคยคิดถึงคนชนบท
3,counter_quote_nh,Thai-Central,4,non-hateful,Thai-Central_counter_quote_nh_4,คนกรุงชอบดูถูกคนชนบทว่าเป็นคนโง่
4,counter_quote_nh,Thai-Central,5,non-hateful,Thai-Central_counter_quote_nh_5,กุไม่ชอบคนกรุงหรอก เพราะว่าพวกมันชอบแต่งหน้าจัดเต็มไปหมด
5,counter_quote_nh,Thai-Central,6,non-hateful,Thai-Central_counter_quote_nh_6,ใครที่บอกว่าคนกรุงน่ารังเกียจ กุว่าสมควรโดนไล่ออกจากออฟฟิศ
6,counter_quote_nh,Thai-Central,7,non-hateful,Thai-Central_counter_quote_nh_7,คนกรุงแม่งเป็นคนใจร้ายจริงๆ
7,counter_quote_nh,Thai-Central,8,non-hateful,Thai-Central_counter_quote_nh_8,คนกรุงเนี่ยเห็นแก่ตัวจริงๆ ไม่คิดถึงคนอื่นเลย
8,counter_quote_nh,Thai-Central,9,non-hateful,Thai-Central_counter_quote_nh_9,กุว่าคนกรุงเป็นพวกเห็นแก่ตัว มีแต่จะเอาเปรียบคนต่างจังหวัด
9,counter_quote_nh,Thai-Central,10,non-hateful,Thai-Central_counter_quote_nh_10,"กะเทยคนนี้ชอบวิพากษ์วิจารณ์คนกรุงว่า ""น่ารังเกียจ"" แต่จริงๆ แล้วก็ไม่มีอะไรดีไปกว่าคนกรุงเลย"
10,counter_quote_nh,Thai-Central,11,non-hateful,Thai-Central_counter_quote_nh_11,"นักศึกษาวิศวะคนนี้ชอบโพสต์ข้อความวิพากษ์วิจารณ์คนกรุงว่า ""น่ารังเกียจ"" แต่จริงๆ แล้วก็ไม่ได้มีเหตุผลอะไร"
0,counter_quote_nh,Thai-Laos,1,non-hateful,Thai-Laos_counter_quote_nh_1,อาจจะเพราะว่าพูดภาษาไทยได้คล่อง แต่คนลาวก็ไม่ควรโดนพูดจาไม่ดีแบบนี้
1,counter_quote_nh,Thai-Laos,2,non-hateful,Thai-Laos_counter_quote_nh_2,โพสต์อะไรแบบนี้ลงโซเชียลเนี่ย มันทำให้คนลาวรู้สึกแย่เลยนะ
2,counter_quote_nh,Thai-Laos,3,non-hateful,Thai-Laos_counter_quote_nh_3, มึงเป็นตุ๊ดที่เกลียดคนลาวขนาดนี้เลยเหรอ
3,counter_quote_nh,Thai-Laos,4,non-hateful,Thai-Laos_counter_quote_nh_4, โอตาคุแบบมึงนี่เกลียดคนลาวมากเลยเหรอ
4,counter_quote_nh,Thai-Laos,5,non-hateful,Thai-Laos_counter_quote_nh_5, ลุงคนนี้คงไม่ชอบคนลาวหรอก
5,counter_quote_nh,Thai-Laos,6,non-hateful,Thai-Laos_counter_quote_nh_6,"""คนลาวพวกนี้ก็แค่คนโง่ๆ ไม่มีความรู้"""
6,counter_quote_nh,Thai-Laos,7,non-hateful,Thai-Laos_counter_quote_nh_7, กุจะไม่ชอบคนลาวที่มาอาศัยในประเทศไทยเพื่อขอเงิน
7,counter_quote_nh,Thai-Laos,8,non-hateful,Thai-Laos_counter_quote_nh_8, กุว่าคนลาวที่ไม่รู้ภาษาไทยเลย มันไม่ควรเข้ามาอยู่ในประเทศนี้
8,counter_quote_nh,Thai-Laos,9,non-hateful,Thai-Laos_counter_quote_nh_9,คนลาวแม่งโง่ขนาดนั้นเลยเหรอ
9,counter_quote_nh,Thai-Laos,10,non-hateful,Thai-Laos_counter_quote_nh_10,คนลาวแม่งไม่มีอนาคตเลย
10,counter_quote_nh,Thai-Laos,11,non-hateful,Thai-Laos_counter_quote_nh_11,คนลาวแม่งไม่ฉลาดเลย
0,counter_quote_nh,boy,1,non-hateful,boy_counter_quote_nh_1,"ใครที่ชอบพูดว่า ""เด็กผู้ชายชอบเล่นเกม"" มันก็เหมือนกับว่าเด็กผู้ชายทุกคนเป็นพวกเล่นแต่เกมอย่างเดียวเลย"
1,counter_quote_nh,boy,2,non-hateful,boy_counter_quote_nh_2,เด็กผู้ชายวัยรุ่นสมัยนี้มันไม่มีอะไรดีเลย
2,counter_quote_nh,boy,3,non-hateful,boy_counter_quote_nh_3,เด็กผู้ชายวัยเรียนมักจะไม่สนใจเรื่องเรียนเลย
3,counter_quote_nh,boy,4,non-hateful,boy_counter_quote_nh_4,"เด็กผู้ชายไทยสมัยนี้ชอบเล่นปืนปลอมกันแล้วบอกว่า ""ปืนจริง"""
4,counter_quote_nh,boy,5,non-hateful,boy_counter_quote_nh_5,"เด็กผู้ชายไทยชอบเล่นเกม ROV แล้วบอกว่า ""เกมนี้มันไม่สนุก"""
5,counter_quote_nh,boy,6,non-hateful,boy_counter_quote_nh_6,"""เด็กผู้ชายวัยประถมที่ชอบเล่นกีฬาทุกคนน่ารังเกียจ"""
6,counter_quote_nh,boy,7,non-hateful,boy_counter_quote_nh_7,"""เด็กผู้ชายวัยมัธยมที่ชอบเล่นฟุตบอลน่ารังเกียจ"""
7,counter_quote_nh,boy,8,non-hateful,boy_counter_quote_nh_8,เด็กผู้ชายพวกนี้ชอบเล่นตลกกับกูจนกูไม่ชอบเลย
8,counter_quote_nh,boy,9,non-hateful,boy_counter_quote_nh_9,เด็กผู้ชายสมัยนี้เล่นเกมส์จนไม่สนใจเรียน
9,counter_quote_nh,boy,10,non-hateful,boy_counter_quote_nh_10,เด็กผู้ชายไทยชอบเล่นเกมแต่บางครั้งก็ชอบพูดจาไม่ดี
10,counter_quote_nh,boy,11,non-hateful,boy_counter_quote_nh_11,เด็กผู้ชายไทยชอบกินข้าวราดแกงแต่บางครั้งก็ชอบพูดจาไม่ดี
0,counter_quote_nh,buddhism,1,non-hateful,buddhism_counter_quote_nh_1,"ใครที่พูดว่า ""พุทธศาสนาเป็นศาสนาที่ไม่มีประโยชน์"" ก็สมควรที่จะไม่ได้รับความเคารพจากคนไทยพุทธ"
1,counter_quote_nh,buddhism,2,non-hateful,buddhism_counter_quote_nh_2,"พวกที่โพสต์ว่า ""พุทธศาสนาเป็นแค่เรื่องโบราณ"" นี่คือสิ่งที่ไม่ควรทำเลยนะ"
2,counter_quote_nh,buddhism,3,non-hateful,buddhism_counter_quote_nh_3,กุจะสาปแช่งคนพุทธที่พูดว่าคนพุทธเป็นพวกขยะ
3,counter_quote_nh,buddhism,4,non-hateful,buddhism_counter_quote_nh_4,มึงอยากโดนคนพุทธฟ้องร้องไหมเนี่ย
4,counter_quote_nh,buddhism,5,non-hateful,buddhism_counter_quote_nh_5,มึงคิดว่าคนพุทธเป็นพวกขยะหรอ? ระวังตัวเองนะเว้ย
5,counter_quote_nh,buddhism,6,non-hateful,buddhism_counter_quote_nh_6,"""อีพวกคนพุทธในเฟสบุ๊คเนี่ยชอบโพสต์อะไรไร้สาระ"""
6,counter_quote_nh,buddhism,7,non-hateful,buddhism_counter_quote_nh_7,"""เพลงที่คนพุทธชอบฟังเนี่ย มันช่างไร้ความหมาย"""
7,counter_quote_nh,buddhism,8,non-hateful,buddhism_counter_quote_nh_8,"""ไอ้คนแก่พวกนี้มันก็แค่คนพุทธสำหรับกุ กุจะบล็อกให้หมด"""
8,counter_quote_nh,buddhism,9,non-hateful,buddhism_counter_quote_nh_9,"""พวกคนพุทธในออฟฟิศนี่น่ารังเกียจมาก ใครที่ไปพูดว่า ""คนพุทธเป็นพวกขยะ"" ก็สมควรโดนจับเข้าคุก"""
9,counter_quote_nh,buddhism,10,non-hateful,buddhism_counter_quote_nh_10," ""พวกแก๊งวัยรุ่นถ้าไปพูดว่า ""คนพุทธ แม่งเป็นพวกขยะ"" ก็สมควรโดนไล่ออกจากโรงเรียน"
10,counter_quote_nh,buddhism,11,non-hateful,buddhism_counter_quote_nh_11," ""พวกคนงานโรงงานที่ไปโพสต์ว่า ""คนพุทธ น่ารังเกียจ"" ก็สมควรโดนไล่ออกจากงาน"
0,counter_quote_nh,child,1,non-hateful,child_counter_quote_nh_1,เด็กไม่รู้เรื่องก็อย่าไปสนใจ
1,counter_quote_nh,child,2,non-hateful,child_counter_quote_nh_2,เด็กสมัยนี้มักง่าย ไม่คิดอะไร
2,counter_quote_nh,child,3,non-hateful,child_counter_quote_nh_3," ""เด็กสมัยนี้ไม่เคารพผู้ใหญ่เลย"""
3,counter_quote_nh,child,4,non-hateful,child_counter_quote_nh_4," ""เด็กวัยรุ่นชอบโพสเฟสบุ๊คด่าคนอื่น"" "
4,counter_quote_nh,child,5,non-hateful,child_counter_quote_nh_5,"""กุจะบล็อกให้หมดพวกเด็กที่ส่งข้อความมาให้"""
5,counter_quote_nh,child,6,non-hateful,child_counter_quote_nh_6,"""พวกเด็กๆ ส่งข้อความมาให้พี่ก็ไม่ให้เกียรติกันเลย"""
6,counter_quote_nh,child,7,non-hateful,child_counter_quote_nh_7,"ใครที่ส่งข้อความมาให้กุว่า ""มึงมันก็แค่เด็กที่ชอบเล่นเกมส์"" กุจะบล็อกให้หมด"
7,counter_quote_nh,child,8,non-hateful,child_counter_quote_nh_8,เด็กวัยรุ่นสมัยนี้ชอบโพสต์ข้อความที่ทำให้คนอื่นรู้สึกไม่ดี
8,counter_quote_nh,child,9,non-hateful,child_counter_quote_nh_9,กุจะไม่สนใจข้อความที่ดูถูกกันแบบนี้
9,counter_quote_nh,child,10,non-hateful,child_counter_quote_nh_10,เด็กสมัยนี้คิดว่าโพสต์ข้อความดูถูกคนอื่นแล้วจะเท่
10,counter_quote_nh,child,11,non-hateful,child_counter_quote_nh_11,เด็กวัยรุ่นสมัยนี้ชอบโพสต์ข้อความดูถูกคนอื่นบนโซเชียลมีเดีย
0,counter_quote_nh,christianity,1,non-hateful,christianity_counter_quote_nh_1,"กุไม่ชอบว่าพวกคนแก่ชอบพูดว่า ""คนคริสต์ น่ารังเกียจ"""
1,counter_quote_nh,christianity,2,non-hateful,christianity_counter_quote_nh_2,"พวกนักศึกษาไม่ควรพูดว่า ""คนคริสต์เป็นพวกขยะ"" เพราะมันไม่เหมาะสม"
2,counter_quote_nh,christianity,3,non-hateful,christianity_counter_quote_nh_3," ""พวกคนคริสต์สมัยก่อนมักจะชอบพูดจาไม่ให้เกียรติกับคนอื่น"""
3,counter_quote_nh,christianity,4,non-hateful,christianity_counter_quote_nh_4," ""พวกคริสต์หัวแดงพวกนี้ชอบพูดจาไม่ให้เกียรติกับคนอื่นแบบนักเลง"""
4,counter_quote_nh,christianity,5,non-hateful,christianity_counter_quote_nh_5," คนแก่ๆที่ชอบพูดว่า ""คนคริสต์ น่ารังเกียจ"" นี่มันเหมือนกับพูดว่า ""คนไทย น่ารังเกียจ""เลย"
5,counter_quote_nh,christianity,6,non-hateful,christianity_counter_quote_nh_6," กูไม่ชอบเลยที่เห็นคนมาว่า ""คนคริสต์เป็นขยะ"" ในโซเชียลเน็ตเวิร์ค"
6,counter_quote_nh,christianity,7,non-hateful,christianity_counter_quote_nh_7,กุจะไม่ทนกับพวกคนคริสต์แก่ๆ ที่ชอบดูถูกคนอื่น
7,counter_quote_nh,christianity,8,non-hateful,christianity_counter_quote_nh_8,มึงนี่มันคนคริสต์หรือเปล่าเนี่ย ทำไมพูดจาดูถูกคนอื่นแบบนี้
8,counter_quote_nh,christianity,9,non-hateful,christianity_counter_quote_nh_9,กุไม่ชอบคนคริสต์เลย มันชอบดูถูกกุ
9,counter_quote_nh,christianity,10,non-hateful,christianity_counter_quote_nh_10," ""พวกคนคริสต์สมัยนี้น่าขยะแขยงจริงๆ"""
10,counter_quote_nh,christianity,11,non-hateful,christianity_counter_quote_nh_11," ""ไม่เข้าใจว่าทำไมคนคริสต์ถึงได้เห็นแก่ตนเองขนาดนี้"""
11,counter_quote_nh,christianity,12,non-hateful,christianity_counter_quote_nh_12," ""พวกคนคริสต์แม่งน่ารังเกียจจริงๆ"" "
0,counter_quote_nh,disbabled,1,non-hateful,disbabled_counter_quote_nh_1,ตุ๊ดไม่ควรพูดจาดูถูกคนพิการด้วยคำพูดแบบนี้เลย
1,counter_quote_nh,disbabled,2,non-hateful,disbabled_counter_quote_nh_2,คุณป้าไม่ควรดูถูกคนพิการด้วยคำพูดแบบนี้นะ
2,counter_quote_nh,disbabled,3,non-hateful,disbabled_counter_quote_nh_3,"""คนพิการสมัยก่อนไม่เหมือนสมัยนี้แล้ว ก็อย่าไปดูถูกเขาเลย"""
3,counter_quote_nh,disbabled,4,non-hateful,disbabled_counter_quote_nh_4,"""กูไม่ชอบเลยที่มีคนพูดว่า ""คนพิการ แม่งเป็นพวกขยะ"""""
4,counter_quote_nh,disbabled,5,non-hateful,disbabled_counter_quote_nh_5,"การที่มีคนพูดว่า ""คนพิการเป็นภาระ"" มันแสดงถึงว่าพวกเขาไม่เข้าใจถึงความสามารถของคนพิการและไม่ควรแสดงความคิดเห็นที่ไม่ให้เกียรติ"
5,counter_quote_nh,disbabled,6,non-hateful,disbabled_counter_quote_nh_6,"""คนพิการไม่ควรโดนเหยียด"" มันเป็นสิ่งที่ไม่ควรเกิดขึ้นเลย"
6,counter_quote_nh,disbabled,7,non-hateful,disbabled_counter_quote_nh_7,"""มึงพูดว่าคนพิการเป็นขยะ มึงก็เหมือนคนแก่โง่ๆ ที่ไม่มีสมอง"""
7,counter_quote_nh,disbabled,8,non-hateful,disbabled_counter_quote_nh_8,"""มึงบอกว่าคนพิการน่ารังเกียจ มึงเป็นพวกว่าอะไรไม่คิดก่อนพูด"""
8,counter_quote_nh,disbabled,9,non-hateful,disbabled_counter_quote_nh_9," กุไม่ชอบโพสต์ที่บอกว่า ""คนพิการ น่ารังเกียจ""เลย"
